Concept ID,Concept Title,Primitive,Canonical Job,Domain,Customer,Confidence,Evidence,Value Pattern ID,Value Pattern,Pattern Mechanism,Opportunity Family ID,Opportunity Family,Family Rule Basis,Family Value Engine,Related Value Patterns,Review Flags
C-0156,Figma for Operations,Coordinate,Coordinate work,Workflow,Operations manager,2,Intuition,VP-001,Workflow Compression,"Converts fragmented workflows into shorter cycle times, fewer stalls, and lower execution overhead.",OF-001,Operational Execution Infrastructure,Value Pattern VP-001 Workflow Compression -> Operational Execution Infrastructure,"Convert fragmented execution and lost context into faster cycle times, lower coordination overhead, and more repeatable operating throughput.","VP-001 Workflow Compression, VP-003 Memory Infrastructure",Low concept confidence; Primitive ambiguity; Why-now missing
C-0157,Salesforce for AI Employees,Coordinate,Coordinate work,Operations,Operations executive,2,Intuition,VP-001,Workflow Compression,"Converts fragmented workflows into shorter cycle times, fewer stalls, and lower execution overhead.",OF-001,Operational Execution Infrastructure,Value Pattern VP-001 Workflow Compression -> Operational Execution Infrastructure,"Convert fragmented execution and lost context into faster cycle times, lower coordination overhead, and more repeatable operating throughput.","VP-001 Workflow Compression, VP-003 Memory Infrastructure",Low concept confidence; Primitive ambiguity; Broad initial wedge; Why-now missing
C-0158,Git for Decisions,Optimize,Improve decisions,Operations,Operations executive,2,Intuition,VP-002,Decision Advantage,Improves the quality of prioritization and intervention decisions where mistakes or delays are expensive.,OF-002,Decision and Foresight Infrastructure,Value Pattern VP-002 Decision Advantage -> Decision and Foresight Infrastructure,"Raise judgment quality and reduce irreversible mistakes by turning weak signals, tradeoffs, and scenario uncertainty into clearer pre-commitment choices.","VP-002 Decision Advantage, VP-008 Pre-Commitment Foresight",Low concept confidence; Broad initial wedge; Why-now missing
C-0159,AWS for Autonomous Businesses,Coordinate,Coordinate work,Infrastructure,Infrastructure planner,2,Intuition,VP-001,Workflow Compression,"Converts fragmented workflows into shorter cycle times, fewer stalls, and lower execution overhead.",OF-001,Operational Execution Infrastructure,Value Pattern VP-001 Workflow Compression -> Operational Execution Infrastructure,"Convert fragmented execution and lost context into faster cycle times, lower coordination overhead, and more repeatable operating throughput.","VP-001 Workflow Compression, VP-003 Memory Infrastructure",Low concept confidence; Primitive ambiguity; Why-now missing
C-0160,Snowflake for Organizational Memory,Remember,Preserve context,Operations,Operations executive,2,Intuition,VP-003,Memory Infrastructure,"Transforms past operating knowledge into future leverage by lowering search, reconstruction, and onboarding costs.",OF-001,Operational Execution Infrastructure,Value Pattern VP-003 Memory Infrastructure -> Operational Execution Infrastructure,"Convert fragmented execution and lost context into faster cycle times, lower coordination overhead, and more repeatable operating throughput.","VP-001 Workflow Compression, VP-003 Memory Infrastructure",Low concept confidence; Broad initial wedge; Why-now missing
C-0161,AI Governance Layer for AI Employees,Coordinate,Coordinate work,Operations,Operations executive,1,None,VP-001,Workflow Compression,"Converts fragmented workflows into shorter cycle times, fewer stalls, and lower execution overhead.",OF-001,Operational Execution Infrastructure,Value Pattern VP-001 Workflow Compression -> Operational Execution Infrastructure,"Convert fragmented execution and lost context into faster cycle times, lower coordination overhead, and more repeatable operating throughput.","VP-001 Workflow Compression, VP-003 Memory Infrastructure",Low concept confidence; Primitive ambiguity; Broad initial wedge; Why-now missing
C-0162,AI Insurance for Autonomous Decisions,Optimize,Improve decisions,Operations,Operations executive,2,None,VP-002,Decision Advantage,Improves the quality of prioritization and intervention decisions where mistakes or delays are expensive.,OF-002,Decision and Foresight Infrastructure,Value Pattern VP-002 Decision Advantage -> Decision and Foresight Infrastructure,"Raise judgment quality and reduce irreversible mistakes by turning weak signals, tradeoffs, and scenario uncertainty into clearer pre-commitment choices.","VP-002 Decision Advantage, VP-008 Pre-Commitment Foresight",Low concept confidence; Broad initial wedge; Why-now missing
C-0163,AI Legal System for Agent-to-Agent Contracts,Coordinate,Coordinate work,Legal,Legal operations leader,1,None,VP-001,Workflow Compression,"Converts fragmented workflows into shorter cycle times, fewer stalls, and lower execution overhead.",OF-001,Operational Execution Infrastructure,Value Pattern VP-001 Workflow Compression -> Operational Execution Infrastructure,"Convert fragmented execution and lost context into faster cycle times, lower coordination overhead, and more repeatable operating throughput.","VP-001 Workflow Compression, VP-003 Memory Infrastructure",Low concept confidence; Primitive ambiguity; Why-now missing
C-0164,AI Reputation Network for Autonomous Workers,Match,Match resources,Community,Community manager,1,None,VP-005,Matching Liquidity,"Creates value by lowering search friction and increasing utilization, fit, or fill-rate in a constrained network.",OF-004,Discovery and Liquidity Networks,Value Pattern VP-005 Matching Liquidity -> Discovery and Liquidity Networks,Create upside by increasing what the user can see and lowering the search friction required to turn discovery into allocation.,"VP-005 Matching Liquidity, VP-006 Opportunity Surface Expansion",Low concept confidence; Primitive ambiguity; Why-now missing
C-0165,AI Hiring Marketplace for Human-AI Teams,Match,Match resources,Talent,Recruiter,1,None,VP-005,Matching Liquidity,"Creates value by lowering search friction and increasing utilization, fit, or fill-rate in a constrained network.",OF-004,Discovery and Liquidity Networks,Value Pattern VP-005 Matching Liquidity -> Discovery and Liquidity Networks,Create upside by increasing what the user can see and lowering the search friction required to turn discovery into allocation.,"VP-005 Matching Liquidity, VP-006 Opportunity Surface Expansion",Low concept confidence; Primitive ambiguity; Why-now missing
C-0166,AI Productivity Tax Platform (measuring AI contribution),Coordinate,Coordinate work,Finance,Finance manager,1,None,VP-001,Workflow Compression,"Converts fragmented workflows into shorter cycle times, fewer stalls, and lower execution overhead.",OF-001,Operational Execution Infrastructure,Value Pattern VP-001 Workflow Compression -> Operational Execution Infrastructure,"Convert fragmented execution and lost context into faster cycle times, lower coordination overhead, and more repeatable operating throughput.","VP-001 Workflow Compression, VP-003 Memory Infrastructure",Low concept confidence; Primitive ambiguity; Why-now missing
C-0167,AI Workforce Analytics Platform,Coordinate,Coordinate work,Operations,Operations executive,1,None,VP-001,Workflow Compression,"Converts fragmented workflows into shorter cycle times, fewer stalls, and lower execution overhead.",OF-001,Operational Execution Infrastructure,Value Pattern VP-001 Workflow Compression -> Operational Execution Infrastructure,"Convert fragmented execution and lost context into faster cycle times, lower coordination overhead, and more repeatable operating throughput.","VP-001 Workflow Compression, VP-003 Memory Infrastructure",Low concept confidence; Primitive ambiguity; Broad initial wedge; Why-now missing
C-0168,AI Manager Certification Platform,Coordinate,Coordinate work,Operations,Operations executive,1,None,VP-001,Workflow Compression,"Converts fragmented workflows into shorter cycle times, fewer stalls, and lower execution overhead.",OF-001,Operational Execution Infrastructure,Value Pattern VP-001 Workflow Compression -> Operational Execution Infrastructure,"Convert fragmented execution and lost context into faster cycle times, lower coordination overhead, and more repeatable operating throughput.","VP-001 Workflow Compression, VP-003 Memory Infrastructure",Low concept confidence; Primitive ambiguity; Broad initial wedge; Why-now missing
C-0169,AI Agent Accounting Platform,Coordinate,Coordinate work,Finance,Finance manager,1,None,VP-001,Workflow Compression,"Converts fragmented workflows into shorter cycle times, fewer stalls, and lower execution overhead.",OF-001,Operational Execution Infrastructure,Value Pattern VP-001 Workflow Compression -> Operational Execution Infrastructure,"Convert fragmented execution and lost context into faster cycle times, lower coordination overhead, and more repeatable operating throughput.","VP-001 Workflow Compression, VP-003 Memory Infrastructure",Low concept confidence; Primitive ambiguity; Why-now missing
C-0170,AI Compliance Cloud for Autonomous Organizations,Verify,Verify quality,Operations,Operations executive,1,None,VP-004,Trust Infrastructure,"Unlocks action by reducing the cost of validation, compliance, and quality assurance.",OF-003,Trust and Adaptive Governance,Value Pattern VP-004 Trust Infrastructure -> Trust and Adaptive Governance,"Lower the cost of action under uncertainty by combining verification, readiness, and continuous re-alignment instead of static governance.","VP-004 Trust Infrastructure, VP-009 Adaptive Control",Low concept confidence; Primitive ambiguity; Broad initial wedge; Why-now missing
C-0171,Organizational Intelligence Index,Verify,Verify quality,Operations,Operations executive,1,None,VP-004,Trust Infrastructure,"Unlocks action by reducing the cost of validation, compliance, and quality assurance.",OF-003,Trust and Adaptive Governance,Value Pattern VP-004 Trust Infrastructure -> Trust and Adaptive Governance,"Lower the cost of action under uncertainty by combining verification, readiness, and continuous re-alignment instead of static governance.","VP-004 Trust Infrastructure, VP-009 Adaptive Control",Low concept confidence; Primitive ambiguity; Broad initial wedge; Why-now missing
C-0172,Decision Quality Score,Optimize,Improve decisions,Operations,Operations executive,2,None,VP-002,Decision Advantage,Improves the quality of prioritization and intervention decisions where mistakes or delays are expensive.,OF-002,Decision and Foresight Infrastructure,Value Pattern VP-002 Decision Advantage -> Decision and Foresight Infrastructure,"Raise judgment quality and reduce irreversible mistakes by turning weak signals, tradeoffs, and scenario uncertainty into clearer pre-commitment choices.","VP-002 Decision Advantage, VP-008 Pre-Commitment Foresight",Low concept confidence; Broad initial wedge; Why-now missing
