workflow_name,workflow_family,operating_systems,industries_using_this_workflow,industry_count,primary_structural_failure_code,primary_structural_failure_name,secondary_structural_failure_codes,secondary_structural_failure_names,all_selected_failure_codes,all_selected_failure_names,selected_failure_score_breakdown,full_score_breakdown,dominant_root_cause,economic_leakage_summary,time_leakage_summary,human_judgment_summary,system_of_record_escape_summary,why_it_persists_summary,workflow_document
Payer Contract Management,Finance and Revenue Operations,Care Delivery and Reimbursement,Hospitals,1,SF-01,Exception-Path Breakdown,SF-03 | SF-02,Decision Context Escapes the Record | Cross-System Reconciliation,SF-01 | SF-03 | SF-02,Exception-Path Breakdown | Decision Context Escapes the Record | Cross-System Reconciliation,SF-01:20.5 | SF-03:13.0 | SF-02:9.0,SF-01:20.5 | SF-03:13.0 | SF-02:9.0 | SF-08:9.0 | SF-07:7.0 | SF-04:6.0,Regulatory,"Missed charges, denial cycles, underbilling, and slow cash application are the primary leakage points.","Teams repeatedly reconcile source evidence, payer rules, and customer-specific exceptions.","Operators interpret contract nuance, collection strategy, and what evidence is enough to close the item.","Collections context and exception history often live in email, payer portals, and spreadsheets outside the core system.","Automation handles the clean path, but exceptions are driven by messy upstream data and contract interpretation. It typically spans 1 operating-system context and 4 systems-of-record categories.",knowledge/research/workflow-library/workflows/payer-contract-management.md
"Payroll, Billing, and Reconciliation",Finance and Revenue Operations,Workforce Coordination and Service Operations,Administrative and support services,1,SF-02,Cross-System Reconciliation,SF-01 | SF-03,Exception-Path Breakdown | Decision Context Escapes the Record,SF-02 | SF-01 | SF-03,Cross-System Reconciliation | Exception-Path Breakdown | Decision Context Escapes the Record,SF-02:23.5 | SF-01:16.0 | SF-03:14.0,SF-02:23.5 | SF-01:16.0 | SF-03:14.0 | SF-04:11.0 | SF-08:4.0 | SF-07:2.0,Legacy Architecture,"Unmatched items, late close, duplicate settlements, and poor exception control create hidden leakage and working-capital drag.","Analysts spend time matching records manually, collecting support, and rebuilding audit trails.","Materiality, root cause, and acceptable resolution still depend on experienced finance staff.","Exception triage almost always moves into spreadsheets, email, and bank or partner portals.",Reconciliation spans asynchronous systems and low-standardization edge cases that resist full automation. It typically spans 1 operating-system context and 4 systems-of-record categories.,knowledge/research/workflow-library/workflows/payroll-billing-and-reconciliation.md
Performance Management,Governance and Portfolio Operations,Enterprise Governance and Shared Services,Management of companies and enterprises,1,SF-05,Handoff and Approval Latency,SF-04 | SF-03,Human Judgment Under Incomplete Information | Decision Context Escapes the Record,SF-05 | SF-04 | SF-03,Handoff and Approval Latency | Human Judgment Under Incomplete Information | Decision Context Escapes the Record,SF-05:16.0 | SF-04:9.0 | SF-03:8.0,SF-05:16.0 | SF-04:9.0 | SF-03:8.0 | SF-08:3.0 | SF-02:1.0,Organizational,Capital and support resources drift into low-return uses when performance signals are late or noisy.,Review cycles are slowed by manual aggregation and commentary collection.,"Leadership still decides tradeoffs among long-term return, local politics, and near-term operational reality.",Most decisive discussion happens in decks and meetings rather than the planning system itself.,Shared-service and capital decisions remain cross-functional and politically negotiated rather than purely model-driven. It typically spans 1 operating-system context and 4 systems-of-record categories.,knowledge/research/workflow-library/workflows/performance-management.md
Point-of-Sale and Loyalty Operations,Customer and Experience Operations,Retail and Service Commerce,Food and beverage stores,1,SF-01,Exception-Path Breakdown,SF-04 | SF-03,Human Judgment Under Incomplete Information | Decision Context Escapes the Record,SF-01 | SF-04 | SF-03,Exception-Path Breakdown | Human Judgment Under Incomplete Information | Decision Context Escapes the Record,SF-01:15.0 | SF-04:9.0 | SF-03:6.0,SF-01:15.0 | SF-04:9.0 | SF-03:6.0 | SF-02:5.5,Legacy Architecture,"Leakage appears through shrink, tender errors, bad overrides, abandoned carts, and loyalty mistakes.","Teams spend time on line delays, exception handling, and end-of-day balancing.",Frontline staff still decide how to recover failures and apply judgment-based overrides.,"Exception handling moves into notes, supervisor conversations, and manual balancing sheets.","Core POS is mature, but live edge cases and the downstream reconciliation burden remain stubbornly human. It typically spans 1 operating-system context and 4 systems-of-record categories.",knowledge/research/workflow-library/workflows/point-of-sale-and-loyalty-operations.md
Point-of-Sale and Order Flow,Customer and Experience Operations,Retail and Service Commerce,Food services and drinking places,1,SF-01,Exception-Path Breakdown,SF-04 | SF-03,Human Judgment Under Incomplete Information | Decision Context Escapes the Record,SF-01 | SF-04 | SF-03,Exception-Path Breakdown | Human Judgment Under Incomplete Information | Decision Context Escapes the Record,SF-01:15.0 | SF-04:9.0 | SF-03:6.0,SF-01:15.0 | SF-04:9.0 | SF-03:6.0 | SF-02:5.5,Legacy Architecture,"Leakage appears through shrink, tender errors, bad overrides, abandoned carts, and loyalty mistakes.","Teams spend time on line delays, exception handling, and end-of-day balancing.",Frontline staff still decide how to recover failures and apply judgment-based overrides.,"Exception handling moves into notes, supervisor conversations, and manual balancing sheets.","Core POS is mature, but live edge cases and the downstream reconciliation burden remain stubbornly human. It typically spans 1 operating-system context and 3 systems-of-record categories.",knowledge/research/workflow-library/workflows/point-of-sale-and-order-flow.md
Policy Administration,"Risk, Compliance, and Reporting",Risk Underwriting and Claims Administration,Insurance carriers and related activities,1,SF-04,Human Judgment Under Incomplete Information,SF-07 | SF-03,Compliance and Evidence Burden | Decision Context Escapes the Record,SF-04 | SF-07 | SF-03,Human Judgment Under Incomplete Information | Compliance and Evidence Burden | Decision Context Escapes the Record,SF-04:17.5 | SF-07:11.5 | SF-03:9.0,SF-04:17.5 | SF-07:11.5 | SF-03:9.0 | SF-01:6.0 | SF-08:2.0 | SF-02:1.0,Regulatory,"Leakage appears through poor risk selection, slow cycle times, mispriced endorsements, and admin rework.","Teams spend time on document collection, exception referral, and back-and-forth across policy, claims, and rating tools.",Risk appetite and exposure interpretation remain highly judgment-driven even with scoring support.,"Key rationale lives in underwriter notes, referrals, broker calls, and exception memos outside the core flow.","Insurance software is mature, but complex cases still require layered human judgment and fragmented evidence. It typically spans 1 operating-system context and 4 systems-of-record categories.",knowledge/research/workflow-library/workflows/policy-administration.md
Portfolio and Order Management,Governance and Portfolio Operations,Capital Markets and Investment Management,"Securities, commodity contracts, and investments",1,SF-02,Cross-System Reconciliation,SF-03 | SF-04,Decision Context Escapes the Record | Human Judgment Under Incomplete Information,SF-02 | SF-03 | SF-04,Cross-System Reconciliation | Decision Context Escapes the Record | Human Judgment Under Incomplete Information,SF-02:13.0 | SF-03:11.0 | SF-04:9.0,SF-02:13.0 | SF-03:11.0 | SF-04:9.0 | SF-08:8.5 | SF-01:6.0 | SF-05:4.0 | SF-06:1.0,Technical,"Leakage comes from stale positions, NAV breaks, manual reporting overhead, and slow exception closure.","Teams reconcile books and records repeatedly across portfolio, accounting, and investor-reporting systems.","Materiality, valuation challenge, and client communication still depend on experienced professionals.","Exception narratives and investor context move through emails, memos, and spreadsheet bridges.",Even sophisticated platforms still depend on cross-book reconciliation and human review to maintain trust. It typically spans 1 operating-system context and 4 systems-of-record categories.,knowledge/research/workflow-library/workflows/portfolio-and-order-management.md
Pricing and Promotion Management,Customer and Experience Operations,Retail and Service Commerce,Other retail,1,SF-04,Human Judgment Under Incomplete Information,,,SF-04,Human Judgment Under Incomplete Information,SF-04:11.0,SF-04:11.0 | SF-03:5.0 | SF-01:1.0 | SF-06:1.0,Technical,"Leakage comes from blunt discounts, poor markdown timing, and channel decisions that shift volume without improving contribution.","Analysts and operators waste time aligning price files, inventory context, and execution timing.","Merchants still interpret local demand, competitor behavior, and brand considerations.","The rationale for overrides often lives in spreadsheets, chats, and field communications.","Optimization helps, but demand signals remain noisy and commercial teams still distrust fully automated rules. It typically spans 1 operating-system context and 4 systems-of-record categories.",knowledge/research/workflow-library/workflows/pricing-and-promotion-management.md
Pricing and Quoting,"Access, Intake, and Contracting",Distribution and Trade Operations,Wholesale trade,1,SF-05,Handoff and Approval Latency,SF-04 | SF-03,Human Judgment Under Incomplete Information | Decision Context Escapes the Record,SF-05 | SF-04 | SF-03,Handoff and Approval Latency | Human Judgment Under Incomplete Information | Decision Context Escapes the Record,SF-05:13.0 | SF-04:11.0 | SF-03:6.0,SF-05:13.0 | SF-04:11.0 | SF-03:6.0 | SF-01:3.0 | SF-08:3.0 | SF-06:1.0,Technical,"Leakage comes from underpricing, scope misses, inaccurate assumptions, and change orders that were predictable at quote time.","Estimators wait on inputs, rebuild historical assumptions, and route approvals repeatedly.","Estimators must judge risk, uncertainty, and customer-specific nuance that raw historical data rarely captures cleanly.","The actual pricing narrative often sits in spreadsheets, markups, and offline review threads.","Rules can price the simple path, but profitable quoting still depends on tacit knowledge and cross-functional review. It typically spans 1 operating-system context and 4 systems-of-record categories.",knowledge/research/workflow-library/workflows/pricing-and-quoting.md
Procurement and Prep Management,Sourcing and Supply,Retail and Service Commerce,Food services and drinking places,1,SF-08,Multi-Party Trust and Dependency Gaps,SF-03 | SF-01,Decision Context Escapes the Record | Exception-Path Breakdown,SF-08 | SF-03 | SF-01,Multi-Party Trust and Dependency Gaps | Decision Context Escapes the Record | Exception-Path Breakdown,SF-08:14.0 | SF-03:9.0 | SF-01:7.0,SF-08:14.0 | SF-03:9.0 | SF-01:7.0 | SF-04:2.0 | SF-05:2.0 | SF-06:1.0,Economic,"Leakage appears through rush buys, stockouts, overbuying, and weak term control.","Buyers spend time chasing confirmations, comparing suppliers, and repairing plan mismatches.",Source selection and expedites still rely on local knowledge and changing supplier behavior.,Exception discussions and commitments often move into email and supplier portals beyond the ERP trail.,"Procurement tools are strong on structured buying, but supply volatility and exception-driven replenishment remain stubborn. It typically spans 1 operating-system context and 3 systems-of-record categories.",knowledge/research/workflow-library/workflows/procurement-and-prep-management.md
