failure_code,failure_name,assignment_role,failure_score,workflow_name,workflow_family,canonical_operating_system,industry_name,industry_rank_2025_gross_output,dominant_root_cause,systems_of_record_categories,workflow_document
SF-03,Decision Context Escapes the Record,Primary,10.0,Engineering Change Management,"Product, Content, and Engineering",Product Manufacturing and Lifecycle Operations,Computer and electronic products,35,Legacy Architecture,ERP | PLM and Engineering Design | Manufacturing Execution System | Supply Chain Planning,knowledge/research/workflow-library/workflows/engineering-change-management.md
SF-02,Cross-System Reconciliation,Secondary,9.0,Engineering Change Management,"Product, Content, and Engineering",Product Manufacturing and Lifecycle Operations,Computer and electronic products,35,Legacy Architecture,ERP | PLM and Engineering Design | Manufacturing Execution System | Supply Chain Planning,knowledge/research/workflow-library/workflows/engineering-change-management.md
SF-04,Human Judgment Under Incomplete Information,Secondary,6.0,Engineering Change Management,"Product, Content, and Engineering",Product Manufacturing and Lifecycle Operations,Computer and electronic products,35,Legacy Architecture,ERP | PLM and Engineering Design | Manufacturing Execution System | Supply Chain Planning,knowledge/research/workflow-library/workflows/engineering-change-management.md
SF-05,Handoff and Approval Latency,Primary,13.0,Estimating and Proposal Management,"Access, Intake, and Contracting",Project Delivery and Contracting,Construction,3,Technical,Project and Construction Management | Scheduling and Planning | ERP,knowledge/research/workflow-library/workflows/estimating-and-proposal-management.md
SF-04,Human Judgment Under Incomplete Information,Secondary,11.0,Estimating and Proposal Management,"Access, Intake, and Contracting",Project Delivery and Contracting,Construction,3,Technical,Project and Construction Management | Scheduling and Planning | ERP,knowledge/research/workflow-library/workflows/estimating-and-proposal-management.md
SF-03,Decision Context Escapes the Record,Secondary,6.0,Estimating and Proposal Management,"Access, Intake, and Contracting",Project Delivery and Contracting,Construction,3,Technical,Project and Construction Management | Scheduling and Planning | ERP,knowledge/research/workflow-library/workflows/estimating-and-proposal-management.md
SF-05,Handoff and Approval Latency,Primary,13.0,Estimating and Quotation,"Access, Intake, and Contracting",Product Manufacturing and Lifecycle Operations,Fabricated metal products,31,Technical,ERP | Manufacturing Execution System | Shop Floor Control and Quality,knowledge/research/workflow-library/workflows/estimating-and-quotation.md
SF-04,Human Judgment Under Incomplete Information,Secondary,11.0,Estimating and Quotation,"Access, Intake, and Contracting",Product Manufacturing and Lifecycle Operations,Fabricated metal products,31,Technical,ERP | Manufacturing Execution System | Shop Floor Control and Quality,knowledge/research/workflow-library/workflows/estimating-and-quotation.md
SF-03,Decision Context Escapes the Record,Secondary,6.0,Estimating and Quotation,"Access, Intake, and Contracting",Product Manufacturing and Lifecycle Operations,Fabricated metal products,31,Technical,ERP | Manufacturing Execution System | Shop Floor Control and Quality,knowledge/research/workflow-library/workflows/estimating-and-quotation.md
SF-02,Cross-System Reconciliation,Primary,23.5,Event Settlement and Reporting,Finance and Revenue Operations,"Venue, Hospitality, and Attendance Operations","Performing arts, spectator sports, museums, and related activities",41,Legacy Architecture,Ticketing and Venue Management | CRM | Event and Donor Management,knowledge/research/workflow-library/workflows/event-settlement-and-reporting.md
SF-01,Exception-Path Breakdown,Secondary,16.0,Event Settlement and Reporting,Finance and Revenue Operations,"Venue, Hospitality, and Attendance Operations","Performing arts, spectator sports, museums, and related activities",41,Legacy Architecture,Ticketing and Venue Management | CRM | Event and Donor Management,knowledge/research/workflow-library/workflows/event-settlement-and-reporting.md
SF-03,Decision Context Escapes the Record,Secondary,14.0,Event Settlement and Reporting,Finance and Revenue Operations,"Venue, Hospitality, and Attendance Operations","Performing arts, spectator sports, museums, and related activities",41,Legacy Architecture,Ticketing and Venue Management | CRM | Event and Donor Management,knowledge/research/workflow-library/workflows/event-settlement-and-reporting.md
SF-03,Decision Context Escapes the Record,Primary,12.0,Exception Management,Network and Transportation Operations,Transportation Network Operations,Other transportation and support activities,39,Technical,Transportation Management System | Fleet Telematics and Visibility | ERP,knowledge/research/workflow-library/workflows/exception-management.md
SF-01,Exception-Path Breakdown,Secondary,11.0,Exception Management,Network and Transportation Operations,Transportation Network Operations,Other transportation and support activities,39,Technical,Transportation Management System | Fleet Telematics and Visibility | ERP,knowledge/research/workflow-library/workflows/exception-management.md
SF-04,Human Judgment Under Incomplete Information,Secondary,9.0,Exception Management,Network and Transportation Operations,Transportation Network Operations,Other transportation and support activities,39,Technical,Transportation Management System | Fleet Telematics and Visibility | ERP,knowledge/research/workflow-library/workflows/exception-management.md
SF-04,Human Judgment Under Incomplete Information,Primary,21.5,Field Development Planning,Planning and Allocation,Field Production and Resource Extraction,Oil and gas extraction,32,Technical,Upstream Energy Management | Production Accounting and Regulatory | Geoscience and Reservoir Management | ERP,knowledge/research/workflow-library/workflows/field-development-planning.md
SF-06,Plan vs. Reality Divergence,Secondary,13.0,Field Development Planning,Planning and Allocation,Field Production and Resource Extraction,Oil and gas extraction,32,Technical,Upstream Energy Management | Production Accounting and Regulatory | Geoscience and Reservoir Management | ERP,knowledge/research/workflow-library/workflows/field-development-planning.md
SF-08,Multi-Party Trust and Dependency Gaps,Secondary,8.0,Field Development Planning,Planning and Allocation,Field Production and Resource Extraction,Oil and gas extraction,32,Technical,Upstream Energy Management | Production Accounting and Regulatory | Geoscience and Reservoir Management | ERP,knowledge/research/workflow-library/workflows/field-development-planning.md
SF-03,Decision Context Escapes the Record,Primary,8.0,Field Execution and Change Management,Delivery and Service Execution,Project Delivery and Contracting,Construction,3,Legacy Architecture,Project and Construction Management | Scheduling and Planning | ERP,knowledge/research/workflow-library/workflows/field-execution-and-change-management.md
SF-05,Handoff and Approval Latency,Secondary,8.0,Field Execution and Change Management,Delivery and Service Execution,Project Delivery and Contracting,Construction,3,Legacy Architecture,Project and Construction Management | Scheduling and Planning | ERP,knowledge/research/workflow-library/workflows/field-execution-and-change-management.md
SF-06,Plan vs. Reality Divergence,Secondary,7.0,Field Execution and Change Management,Delivery and Service Execution,Project Delivery and Contracting,Construction,3,Legacy Architecture,Project and Construction Management | Scheduling and Planning | ERP,knowledge/research/workflow-library/workflows/field-execution-and-change-management.md
SF-06,Plan vs. Reality Divergence,Primary,16.5,Field Operations,Production and Asset Operations,Field Production and Resource Extraction,Farms,26,Legacy Architecture,Farm Management Platform | Precision Agriculture and Telematics,knowledge/research/workflow-library/workflows/field-operations.md
SF-04,Human Judgment Under Incomplete Information,Secondary,10.0,Field Operations,Production and Asset Operations,Field Production and Resource Extraction,Farms,26,Legacy Architecture,Farm Management Platform | Precision Agriculture and Telematics,knowledge/research/workflow-library/workflows/field-operations.md
SF-03,Decision Context Escapes the Record,Secondary,8.0,Field Operations,Production and Asset Operations,Field Production and Resource Extraction,Farms,26,Legacy Architecture,Farm Management Platform | Precision Agriculture and Telematics,knowledge/research/workflow-library/workflows/field-operations.md
SF-03,Decision Context Escapes the Record,Primary,8.0,Field Service Execution,Delivery and Service Execution,Workforce Coordination and Service Operations,"Other services, except government",14,Legacy Architecture,CRM | POS and Payments | HCM / Workforce Management | Service Management,knowledge/research/workflow-library/workflows/field-service-execution.md
SF-05,Handoff and Approval Latency,Secondary,8.0,Field Service Execution,Delivery and Service Execution,Workforce Coordination and Service Operations,"Other services, except government",14,Legacy Architecture,CRM | POS and Payments | HCM / Workforce Management | Service Management,knowledge/research/workflow-library/workflows/field-service-execution.md
SF-06,Plan vs. Reality Divergence,Secondary,7.0,Field Service Execution,Delivery and Service Execution,Workforce Coordination and Service Operations,"Other services, except government",14,Legacy Architecture,CRM | POS and Payments | HCM / Workforce Management | Service Management,knowledge/research/workflow-library/workflows/field-service-execution.md
